Year,Term,Department,Course Number,Number of Sections,Enrollments,Mean Points
2017,17W,ECON,71.0,1,10,11.0
2018,18W,ECON,71.0,1,18,11.0
2019,19W,ECON,71.0,1,31,10.0
2011,11F,ECON,75.0,2,66,10.0
2012,12F,ECON,75.0,2,62,10.0
2013,13F,ECON,75.0,2,68,10.5
2011,11S,ECON,76.0,2,56,11.0
2012,12S,ECON,76.0,1,13,11.0
2013,13S,ECON,76.0,1,16,11.0
2014,14W,ECON,76.0,1,12,11.5
2015,15W,ECON,76.0,1,13,11.0
2015,15F,ECON,76.0,1,12,11.0
2016,16F,ECON,76.0,1,11,11.0
2018,18F,ECON,76.0,2,28,11.5
2019,19F,ECON,76.0,1,17,11.0
2014,14X,ECON,77.0,1,27,10.0
2015,15X,ECON,77.0,1,20,11.0
2017,17W,ECON,77.0,2,40,10.5
2018,18W,ECON,77.0,2,26,11.0
2019,19W,ECON,77.0,1,25,10.0
2020,20W,ECON,77.0,2,64,10.5
2013,13F,ECON,78.0,1,10,12.0
2019,19F,ECON,78.0,1,11,12.0
2013,13S,ECON,79.0,1,15,12.0
2014,14F,ECON,79.0,1,13,12.0
2017,17W,ECON,79.0,2,46,11.0
2011,11F,ECON,80.0,1,13,11.0
2012,12F,ECON,80.0,1,14,11.0
2013,13F,ECON,80.0,1,14,11.5
2014,14F,ECON,80.0,1,13,11.0
2015,15F,ECON,80.0,1,11,11.0
2018,18F,ECON,80.0,1,14,11.5
2013,13S,ECON,81.0,1,13,12.0
2014,14S,ECON,81.0,1,11,12.0
2012,12W,ECON,82.0,1,10,12.0
2019,19W,ECON,82.0,1,11,12.0
2012,12S,ECON,85.0,2,28,12.0
2019,19S,ECON,87.0,1,13,12.0
2018,18F,ECON,70.03,1,16,12.0
2019,19F,ECON,70.03,1,20,12.0
2012,12S,ECS,155.0,1,33,10.0
2013,13S,ECS,155.0,1,16,11.5
2011,11F,EDUC,1.0,1,67,10.0
2012,12F,EDUC,1.0,1,63,10.0
2013,13F,EDUC,1.0,1,47,10.0
2014,14F,EDUC,1.0,1,55,10.0
2015,15S,EDUC,1.0,1,49,10.0
2015,15F,EDUC,1.0,1,53,10.0
2016,16S,EDUC,1.0,1,50,10.0
2016,16F,EDUC,1.0,1,51,10.0
2017,17S,EDUC,1.0,1,50,10.0
2017,17F,EDUC,1.0,1,50,10.0
2018,18S,EDUC,1.0,1,26,9.0
2018,18F,EDUC,1.0,1,52,10.0
2019,19F,EDUC,1.0,1,50,10.0
2011,11F,EDUC,15.0,1,16,10.0
2012,12F,EDUC,15.0,1,13,10.0
2013,13F,EDUC,15.0,1,12,11.5
2014,14F,EDUC,15.0,1,15,11.0
2015,15F,EDUC,15.0,1,18,11.0
2016,16F,EDUC,15.0,1,16,10.5
2017,17F,EDUC,15.0,1,16,11.0
2018,18F,EDUC,15.0,1,16,10.5
2011,11S,EDUC,16.0,1,28,10.0
2012,12S,EDUC,16.0,1,26,11.0
2012,12F,EDUC,16.0,1,25,10.0
2013,13F,EDUC,16.0,1,21,10.0
2014,14F,EDUC,16.0,1,21,11.0
2015,15F,EDUC,16.0,1,13,11.0
2016,16F,EDUC,16.0,1,16,10.5
2017,17F,EDUC,16.0,1,30,10.0
2019,19W,EDUC,17.0,1,12,10.0
2014,14X,EDUC,20.0,1,13,10.0
2016,16W,EDUC,20.0,1,48,11.0
2018,18W,EDUC,20.0,1,36,11.0
2017,17W,EDUC,24.0,1,25,11.0
2019,19W,EDUC,24.0,1,25,11.0
2020,20W,EDUC,24.0,1,24,11.0
2018,18S,EDUC,27.0,1,38,10.0
2019,19W,EDUC,27.0,1,34,10.0
2011,11W,EDUC,29.0,1,31,11.0
2012,12W,EDUC,29.0,1,20,10.5
2016,16S,EDUC,29.0,1,38,11.0
2017,17S,EDUC,29.0,1,36,11.0
2019,19F,EDUC,30.0,1,16,10.0
2011,11S,EDUC,41.0,1,13,11.0
2011,11S,EDUC,45.0,1,11,11.0
2020,20W,EDUC,46.0,1,17,10.0
2011,11S,EDUC,50.0,1,17,9.0
2012,12S,EDUC,50.0,1,15,9.0
2013,13S,EDUC,50.0,1,16,10.0
2014,14S,EDUC,50.0,1,19,9.0
2016,16S,EDUC,50.0,1,10,9.5
2019,19S,EDUC,50.0,1,11,9.0
2015,15F,EDUC,51.0,1,11,11.0
2017,17X,EDUC,51.0,1,16,10.0
2018,18S,EDUC,51.0,1,21,10.0
2019,19S,EDUC,51.0,1,28,10.0
2016,16F,EDUC,55.0,1,13,10.0
2012,12W,EDUC,56.0,1,14,10.0
2013,13W,EDUC,56.0,1,18,10.5
2014,14W,EDUC,56.0,1,15,11.0
2015,15W,EDUC,56.0,1,17,10.0
2018,18W,EDUC,56.0,1,16,10.5
2019,19W,EDUC,56.0,1,24,10.5
2012,12S,EDUC,57.0,1,31,10.0
2013,13S,EDUC,57.0,1,27,11.0
2015,15S,EDUC,57.0,1,37,10.0
2016,16S,EDUC,57.0,1,31,11.0
2017,17S,EDUC,57.0,1,35,10.0
2018,18S,EDUC,57.0,1,35,10.0
2011,11W,EDUC,58.0,1,23,11.0
2012,12W,EDUC,58.0,1,26,10.0
2013,13W,EDUC,58.0,1,21,10.0
2014,14W,EDUC,58.0,1,19,10.0
2015,15W,EDUC,58.0,1,16,10.0
2016,16W,EDUC,58.0,1,18,12.0
2017,17W,EDUC,58.0,1,23,10.0
2018,18W,EDUC,58.0,1,14,10.0
2019,19W,EDUC,58.0,1,18,10.0
2018,18W,EDUC,59.0,1,32,11.0
2019,19W,EDUC,59.0,1,37,11.0
2011,11S,EDUC,60.0,1,25,10.0
2012,12S,EDUC,60.0,1,23,10.0
2013,13S,EDUC,60.0,1,23,10.0
2014,14W,EDUC,60.0,1,23,12.0
2015,15W,EDUC,60.0,1,16,11.0
2015,15X,EDUC,60.0,1,35,10.0
2017,17F,EDUC,60.0,1,30,10.0
2018,18F,EDUC,60.0,1,29,10.0
2011,11S,EDUC,62.0,1,31,10.0
2012,12S,EDUC,62.0,1,26,10.0
2013,13S,EDUC,62.0,1,23,10.0
2014,14S,EDUC,62.0,1,20,10.0
2015,15S,EDUC,62.0,1,14,10.0
2015,15F,EDUC,62.0,1,12,11.5
2016,16F,EDUC,62.0,1,27,10.0
2017,17F,EDUC,62.0,1,21,10.0
2018,18F,EDUC,62.0,1,23,10.0
2011,11W,EDUC,64.0,1,28,9.0
2012,12W,EDUC,64.0,1,26,10.0
2013,13W,EDUC,64.0,1,24,9.5
2014,14W,EDUC,64.0,1,13,10.0
2015,15W,EDUC,64.0,1,14,9.5
2016,16W,EDUC,64.0,1,28,9.0
2017,17W,EDUC,64.0,1,20,10.0
2019,19W,EDUC,64.0,1,16,9.0
2016,16S,EDUC,7.02,1,14,9.0
2017,17S,EDUC,7.02,1,13,9.0
2011,11W,EDUC,88.0,1,13,10.0
2012,12W,EDUC,88.0,1,14,10.0
2013,13W,EDUC,88.0,1,10,9.5
2014,14S,EDUC,9.03,1,16,11.0
2015,15S,EDUC,9.05,1,32,12.0
2017,17X,EDUC,9.07,1,13,11.0
2014,14F,ENGL,1.0,1,18,11.5
2015,15F,ENGL,1.0,1,23,10.0
2016,16F,ENGL,1.0,1,34,11.0
2017,17F,ENGL,1.0,1,37,12.0
2018,18F,ENGL,1.0,1,49,11.0
2019,19F,ENGL,1.0,1,38,11.0
2016,16W,ENGL,2.0,1,13,11.0
2017,17W,ENGL,2.0,1,31,11.0
2018,18W,ENGL,2.0,1,33,11.0
2019,19W,ENGL,2.0,1,38,11.0
2020,20W,ENGL,2.0,1,29,11.0
2014,14S,ENGL,3.0,1,18,9.0
2015,15S,ENGL,3.0,1,26,10.0
2016,16S,ENGL,3.0,1,21,10.0
2017,17S,ENGL,3.0,1,16,11.0
2018,18S,ENGL,3.0,1,26,11.5
2019,19S,ENGL,3.0,1,31,11.0
2015,15F,ENGL,5.0,1,11,11.0
2016,16F,ENGL,5.0,1,20,12.0
2014,14S,ENGL,6.0,1,22,12.0
2015,15S,ENGL,6.0,1,21,11.0
2016,16S,ENGL,6.0,1,25,11.0
2017,17S,ENGL,6.0,1,17,12.0
2018,18S,ENGL,6.0,1,19,12.0
2019,19S,ENGL,6.0,1,18,11.5
2011,11W,ENGL,7.0,4,61,10.5
2011,11S,ENGL,7.0,4,60,10.625
2011,11F,ENGL,7.0,2,28,11.0
2012,12W,ENGL,7.0,3,38,10.833333333333334
2012,12S,ENGL,7.0,5,79,10.3
2013,13W,ENGL,7.0,6,94,10.583333333333334
2013,13S,ENGL,7.0,5,78,11.0
2014,14W,ENGL,7.0,4,64,11.125
2014,14S,ENGL,7.0,4,59,10.875
2011,11S,ENGL,8.0,1,20,12.0
2012,12S,ENGL,8.0,1,24,12.0
2013,13S,ENGL,8.0,1,22,12.0
2014,14S,ENGL,10.0,1,32,11.5
2016,16W,ENGL,10.0,1,11,11.0
2017,17W,ENGL,10.0,1,12,11.0
2019,19F,ENGL,10.0,1,14,11.0
2013,13F,ENGL,11.0,1,16,10.0
2015,15F,ENGL,11.0,1,11,10.0
2011,11W,ENGL,12.0,1,13,11.0
2011,11S,ENGL,12.0,1,21,11.0
2011,11F,ENGL,12.0,1,19,10.0
2012,12S,ENGL,12.0,1,24,11.0
2014,14W,ENGL,13.0,1,11,11.0
2014,14W,ENGL,14.0,1,10,10.5
2011,11W,ENGL,15.0,1,16,10.5
2012,12W,ENGL,15.0,1,21,11.0
2012,12F,ENGL,15.0,1,23,11.0
2013,13W,ENGL,15.0,1,24,11.0
2013,13X,ENGL,15.0,1,54,10.0
2013,13F,ENGL,15.0,1,49,12.0
2014,14X,ENGL,15.0,1,42,12.0
2015,15S,ENGL,15.0,1,27,11.0
2015,15X,ENGL,15.0,1,31,10.0
2016,16S,ENGL,15.0,1,15,11.0
2016,16F,ENGL,15.0,1,26,11.0
2017,17S,ENGL,15.0,1,16,12.0
2017,17F,ENGL,15.0,1,33,11.0
2018,18F,ENGL,15.0,1,23,12.0
2019,19F,ENGL,15.0,1,31,11.0
2012,12S,ENGL,16.0,1,16,11.0
2013,13W,ENGL,16.0,1,15,11.0
2018,18W,ENGL,16.0,1,10,10.5
2011,11S,ENGL,17.0,1,23,10.0
2012,12W,ENGL,17.0,1,14,9.5
2018,18S,ENGL,17.0,1,13,12.0
2019,19S,ENGL,17.0,1,14,12.0
2011,11X,ENGL,18.0,1,32,10.5
2012,12F,ENGL,18.0,1,28,10.0
2012,12W,ENGL,19.0,1,30,11.0
2011,11F,ENGL,20.0,1,16,11.0
2012,12F,ENGL,20.0,1,18,10.0
2014,14W,ENGL,20.0,1,22,11.0
2011,11W,ENGL,21.0,1,12,11.0
2014,14S,ENGL,21.0,1,12,11.0
2011,11S,ENGL,22.0,1,18,11.0
2012,12S,ENGL,22.0,1,22,10.0
2013,13S,ENGL,22.0,1,24,11.0
2015,15S,ENGL,22.0,1,14,12.0
2016,16S,ENGL,22.0,1,14,12.0
2017,17S,ENGL,22.0,1,14,12.0
2013,13F,ENGL,23.0,1,23,11.0
2014,14F,ENGL,23.0,1,14,10.0
2016,16S,ENGL,23.0,1,20,11.0
2017,17W,ENGL,23.0,1,11,11.0
2018,18F,ENGL,23.0,1,26,11.0
2020,20W,ENGL,23.0,1,18,12.0
2011,11X,ENGL,24.0,1,47,11.0
2011,11F,ENGL,24.0,1,29,11.0
2012,12X,ENGL,24.0,1,48,11.5
2012,12F,ENGL,24.0,1,10,12.0
2016,16F,ENGL,24.0,1,10,11.0
2014,14W,ENGL,26.0,1,17,11.0
2015,15W,ENGL,26.0,1,13,11.0
2016,16W,ENGL,26.0,1,17,10.0
2018,18W,ENGL,26.0,1,11,10.0
2019,19W,ENGL,26.0,1,12,11.0
2020,20W,ENGL,26.0,1,17,11.0
2015,15S,ENGL,27.0,1,12,10.5
2016,16S,ENGL,27.0,1,12,11.0
2019,19S,ENGL,27.0,1,12,12.0
2011,11S,ENGL,28.0,1,25,12.0
2013,13S,ENGL,28.0,1,25,12.0
2014,14W,ENGL,28.0,1,38,11.0
2014,14F,ENGL,28.0,1,24,11.0
2016,16F,ENGL,28.0,1,10,11.0
2014,14S,ENGL,29.0,1,20,11.0
2015,15W,ENGL,29.0,1,17,11.0
2017,17W,ENGL,29.0,1,11,10.0
2018,18F,ENGL,29.0,1,13,10.0
2013,13F,ENGL,30.0,1,13,10.0
2011,11F,ENGL,31.0,1,20,11.0
2015,15W,ENGL,31.0,1,34,11.0
2016,16W,ENGL,31.0,1,28,11.0
2012,12W,ENGL,32.0,1,17,12.0
2013,13S,ENGL,32.0,1,21,11.0
2014,14S,ENGL,32.0,1,50,11.0
2015,15S,ENGL,32.0,1,31,11.0
2016,16S,ENGL,32.0,1,48,11.0
2017,17S,ENGL,32.0,1,48,10.0
2018,18S,ENGL,32.0,1,35,11.0
2019,19S,ENGL,32.0,1,33,11.0
2014,14F,ENGL,33.0,1,10,10.0
2015,15F,ENGL,33.0,1,10,10.5
2016,16X,ENGL,33.0,1,22,10.0
2018,18S,ENGL,33.0,1,18,11.5
2012,12S,ENGL,34.0,1,26,11.0
2013,13W,ENGL,34.0,1,11,10.0
2014,14S,ENGL,34.0,1,249,12.0
2015,15S,ENGL,34.0,1,166,10.0
2016,16S,ENGL,34.0,1,53,11.0
2017,17S,ENGL,34.0,1,97,11.0
2018,18S,ENGL,34.0,1,125,12.0
2019,19S,ENGL,34.0,1,184,12.0
2013,13X,ENGL,35.0,1,16,10.5
2015,15W,ENGL,35.0,1,32,10.5
2016,16X,ENGL,35.0,1,33,10.0
2017,17F,ENGL,35.0,1,11,11.0
2019,19W,ENGL,35.0,1,19,12.0
2011,11W,ENGL,36.0,1,17,11.0
2014,14W,ENGL,36.0,1,45,11.0
2014,14X,ENGL,36.0,1,44,11.0
2015,15X,ENGL,36.0,1,23,11.0
2017,17W,ENGL,36.0,1,14,11.0
2018,18W,ENGL,36.0,1,12,11.0
2019,19X,ENGL,36.0,1,36,10.5
2011,11X,ENGL,37.0,1,25,11.0
2012,12F,ENGL,37.0,1,16,11.0
2014,14S,ENGL,37.0,1,30,11.0
2015,15S,ENGL,37.0,1,48,11.0
2016,16S,ENGL,37.0,1,51,11.0
2017,17S,ENGL,37.0,1,50,11.0
2018,18S,ENGL,37.0,1,51,11.0
2019,19S,ENGL,37.0,1,51,11.0
2019,19X,ENGL,37.0,1,52,12.0
2011,11W,ENGL,38.0,1,20,10.0
2012,12W,ENGL,38.0,1,18,10.5
2013,13W,ENGL,38.0,1,17,10.0
2016,16X,ENGL,38.0,1,14,11.0
2017,17X,ENGL,38.0,1,22,11.0
2014,14F,ENGL,39.0,1,11,12.0
2012,12F,ENGL,40.0,1,12,11.0
2011,11W,ENGL,41.0,1,14,10.0
2011,11F,ENGL,41.0,1,29,11.0
2011,11W,ENGL,42.0,1,180,11.0
2013,13W,ENGL,42.0,1,189,11.0
2018,18W,ENGL,42.0,1,14,12.0
2011,11X,ENGL,43.0,1,14,10.0
2012,12W,ENGL,44.0,1,11,11.0
2018,18F,ENGL,44.0,1,11,11.0
2011,11S,ENGL,45.0,1,54,11.0
2012,12S,ENGL,45.0,1,48,11.0
2013,13S,ENGL,45.0,1,50,11.0
2013,13F,ENGL,45.0,1,22,11.0
2014,14S,ENGL,45.0,1,11,11.0
2014,14F,ENGL,45.0,1,17,11.0
2016,16W,ENGL,45.0,1,19,11.0
2016,16X,ENGL,45.0,1,13,12.0
2017,17W,ENGL,45.0,1,13,11.0
2018,18W,ENGL,45.0,1,12,12.0
2019,19S,ENGL,45.0,1,11,12.0
2020,20W,ENGL,45.0,1,19,12.0
2011,11W,ENGL,46.0,1,56,10.0
2012,12F,ENGL,46.0,1,43,11.0
2015,15W,ENGL,46.0,1,17,12.0
2015,15X,ENGL,46.0,1,21,11.0
2011,11S,ENGL,47.0,1,116,12.0
2012,12S,ENGL,47.0,1,219,12.0
2013,13S,ENGL,47.0,1,50,12.0
2013,13F,ENGL,47.0,1,34,10.0
2014,14F,ENGL,47.0,1,30,10.0
2015,15F,ENGL,47.0,1,26,10.0
2016,16F,ENGL,47.0,1,34,11.0
2018,18F,ENGL,47.0,1,24,10.0
2019,19F,ENGL,47.0,1,21,11.0
2012,12S,ENGL,48.0,1,35,10.0
2013,13S,ENGL,48.0,1,27,10.0
2017,17X,ENGL,48.0,1,13,12.0
2018,18X,ENGL,48.0,1,16,11.0
2012,12W,ENGL,49.0,1,14,10.5
2013,13X,ENGL,52.0,1,23,11.0
2013,13F,ENGL,52.0,1,44,12.0
2011,11X,ENGL,53.0,1,13,11.0
2013,13F,ENGL,53.0,2,75,10.5
2014,14W,ENGL,53.0,2,61,11.5
2014,14W,ENGL,54.0,3,50,11.0
2011,11S,ENGL,55.0,1,20,11.0
2014,14W,ENGL,55.0,1,40,11.0
2012,12S,ENGL,58.0,1,12,11.0
2013,13W,ENGL,58.0,1,14,10.0
2011,11W,ENGL,60.0,4,63,11.5
2011,11S,ENGL,60.0,2,24,11.0
2011,11F,ENGL,60.0,2,34,11.5
2012,12W,ENGL,60.0,1,39,12.0
2012,12S,ENGL,60.0,1,26,10.0
2012,12F,ENGL,60.0,2,31,11.5
2013,13W,ENGL,60.0,2,62,11.5
2011,11S,ENGL,62.0,1,20,10.0
2012,12W,ENGL,62.0,1,30,10.0
2012,12S,ENGL,62.0,1,11,10.0
2011,11W,ENGL,63.0,1,27,9.0
2011,11S,ENGL,63.0,1,11,11.0
2012,12W,ENGL,63.0,1,23,9.0
2012,12S,ENGL,63.0,2,40,11.0
2012,12F,ENGL,63.0,1,10,11.0
2013,13W,ENGL,63.0,2,30,10.5
2013,13S,ENGL,63.0,1,11,11.0
2012,12W,ENGL,65.0,1,23,12.0
2011,11S,ENGL,66.0,1,31,10.0
2012,12W,ENGL,66.0,1,16,10.0
2012,12S,ENGL,66.0,1,26,10.0
2011,11W,ENGL,67.0,1,75,11.0
2011,11S,ENGL,67.0,4,56,10.5
2011,11F,ENGL,67.0,1,16,11.5
2012,12W,ENGL,67.0,1,62,12.0
2012,12S,ENGL,67.0,1,10,10.0
2012,12X,ENGL,67.0,1,14,10.0
2012,12F,ENGL,67.0,3,122,11.166666666666666
2013,13S,ENGL,67.0,3,61,11.166666666666666
2015,15S,ENGL,7.01,1,16,11.0
2017,17S,ENGL,7.01,1,16,12.0
2015,15S,ENGL,7.02,1,15,11.0
2018,18S,ENGL,7.02,1,16,10.5
2015,15W,ENGL,7.03,1,14,10.0
2015,15S,ENGL,7.03,1,13,10.0
2017,17W,ENGL,7.03,1,16,10.0
2017,17S,ENGL,7.03,1,16,11.0
2018,18S,ENGL,7.03,1,15,10.0
2015,15W,ENGL,7.04,1,16,10.5
2016,16W,ENGL,7.04,1,16,10.5
2015,15W,ENGL,7.06,1,16,11.0
2016,16S,ENGL,7.11,1,16,11.0
2017,17S,ENGL,7.11,1,15,11.0
2015,15S,ENGL,7.16,1,16,10.0
2018,18W,ENGL,7.16,1,16,10.0
2019,19W,ENGL,7.16,1,16,10.0
2020,20W,ENGL,7.16,1,13,11.0
2015,15W,ENGL,7.19,1,16,11.0
2015,15W,ENGL,7.23,1,16,10.0
2017,17W,ENGL,7.36,1,16,10.0
2018,18S,ENGL,7.36,1,16,11.0
2019,19S,ENGL,7.36,1,16,10.0
2015,15S,ENGL,7.37,1,16,10.5
2019,19S,ENGL,7.37,1,16,11.0
2016,16S,ENGL,7.38,1,16,11.0
2016,16S,ENGL,7.39,1,16,11.0
2016,16S,ENGL,7.4,1,15,12.0
2016,16S,ENGL,7.41,1,10,11.0
2017,17W,ENGL,7.42,1,16,11.0
2018,18W,ENGL,7.43,1,16,11.0
2018,18W,ENGL,7.44,1,16,10.0
2018,18W,ENGL,7.45,1,16,11.0
2018,18W,ENGL,7.46,1,15,12.0
2019,19W,ENGL,7.46,1,15,12.0
2020,20W,ENGL,7.46,1,16,12.0
2019,19W,ENGL,7.47,1,15,11.0
2020,20W,ENGL,7.47,1,16,11.0
2019,19W,ENGL,7.48,1,16,11.0
2019,19W,ENGL,7.49,1,14,11.5
2019,19S,ENGL,7.5,1,16,10.5
2019,19S,ENGL,7.51,1,16,10.0
2019,19S,ENGL,7.52,1,16,12.0
2011,11S,ENGL,70.0,1,11,11.0
2013,13S,ENGL,70.0,1,12,11.0
2012,12S,ENGL,71.0,1,15,11.0
2011,11S,ENGL,72.0,1,10,11.0
2012,12W,ENGL,72.0,2,25,11.0
2012,12S,ENGL,72.0,1,11,11.0
2013,13S,ENGL,72.0,2,22,11.5
2013,13F,ENGL,72.0,1,12,11.0
2011,11W,ENGL,80.0,1,12,12.0
2011,11S,ENGL,80.0,2,24,11.0
2011,11X,ENGL,80.0,2,24,11.0
2011,11F,ENGL,80.0,1,12,11.0
2012,12W,ENGL,80.0,2,24,11.0
2012,12S,ENGL,80.0,3,35,10.833333333333334
2012,12X,ENGL,80.0,2,23,11.0
2012,12F,ENGL,80.0,1,12,11.5
2013,13W,ENGL,80.0,2,22,11.0
2013,13S,ENGL,80.0,2,22,11.5
2013,13X,ENGL,80.0,1,12,11.5
2013,13F,ENGL,80.0,1,12,11.0
2014,14W,ENGL,80.0,2,23,11.5
2014,14S,ENGL,80.0,2,23,11.5
2014,14X,ENGL,80.0,1,12,11.0
2014,14F,ENGL,80.0,1,13,12.0
2015,15W,ENGL,80.0,1,12,11.0
2015,15S,ENGL,80.0,1,11,11.0
2015,15X,ENGL,80.0,1,12,11.0
2015,15F,ENGL,80.0,1,10,11.0
2016,16W,ENGL,80.0,1,12,11.0
2016,16S,ENGL,80.0,1,10,12.0
2016,16F,ENGL,80.0,1,13,12.0
2017,17S,ENGL,80.0,1,12,11.0
2017,17F,ENGL,80.0,1,13,12.0
2018,18W,ENGL,80.0,1,15,12.0
2018,18S,ENGL,80.0,1,14,11.0
2011,11S,ENGL,81.0,1,11,11.0
2013,13S,ENGL,81.0,1,12,11.0
2015,15W,ENGL,81.0,1,12,10.0
2016,16W,ENGL,81.0,1,12,12.0
2016,16X,ENGL,81.0,1,12,11.5
2017,17X,ENGL,81.0,1,12,11.0
2018,18W,ENGL,81.0,1,13,11.0
2018,18X,ENGL,81.0,2,23,12.0
2012,12S,ENGL,82.0,1,12,11.0
2013,13S,ENGL,82.0,1,12,12.0
2015,15W,ENGL,82.0,1,10,12.0
2016,16W,ENGL,82.0,1,11,12.0
2017,17W,ENGL,82.0,1,10,12.0
2017,17S,ENGL,82.0,1,11,12.0
2018,18W,ENGL,82.0,1,14,12.0
2018,18S,ENGL,82.0,1,14,12.0
2011,11W,ENGL,83.0,1,10,10.0
2012,12W,ENGL,83.0,1,11,11.0
2013,13W,ENGL,83.0,1,11,11.0
2013,13S,ENGL,83.0,1,11,11.0
2014,14W,ENGL,83.0,1,12,11.0
2014,14S,ENGL,83.0,1,11,11.0
2015,15S,ENGL,83.0,1,12,11.0
2016,16S,ENGL,83.0,1,10,12.0
2017,17W,ENGL,83.0,1,11,12.0
2018,18S,ENGL,83.0,1,10,11.0
2014,14S,ENGL,84.0,1,10,11.0
2015,15S,ENGL,84.0,1,10,12.0
2016,16S,ENGL,84.0,1,11,12.0
2018,18S,ENGL,84.0,1,12,11.0
2011,11W,ENGL,85.0,1,10,11.0
2011,11F,ENGL,85.0,1,10,12.0
2012,12F,ENGL,85.0,1,10,12.0
2013,13F,ENGL,86.0,1,12,12.0
2014,14S,ENGL,87.0,1,14,11.0
2015,15W,ENGL,87.0,1,12,11.0
2013,13S,ENGL,89.0,1,16,11.0
2011,11F,ENGL,90.0,1,13,12.0
2012,12F,ENGL,90.0,1,10,11.0
2013,13F,ENGL,90.0,2,24,11.0
2014,14F,ENGL,90.0,1,14,11.0
2015,15F,ENGL,90.0,2,25,11.25
2016,16F,ENGL,90.0,1,15,12.0
2018,18F,ENGL,90.0,1,11,11.0
2019,19F,ENGL,90.0,1,18,12.0
2011,11F,ENGL,91.0,1,13,11.0
2012,12F,ENGL,91.0,1,10,11.0
2013,13F,ENGL,91.0,2,24,11.5
2014,14F,ENGL,91.0,1,13,11.0
2015,15F,ENGL,91.0,2,25,10.5
2016,16F,ENGL,91.0,1,15,11.0
2018,18F,ENGL,91.0,1,11,12.0
2019,19F,ENGL,91.0,1,18,11.0
2011,11F,ENGL,92.0,1,13,12.0
2012,12F,ENGL,92.0,1,10,11.0
2013,13F,ENGL,92.0,2,24,11.0
2014,14F,ENGL,92.0,1,13,11.0
2015,15F,ENGL,92.0,2,25,11.0
2016,16F,ENGL,92.0,1,15,12.0
2018,18F,ENGL,92.0,1,11,12.0
2019,19F,ENGL,92.0,1,18,12.0
2018,18S,ENGL,51.02,1,13,11.0
2014,14F,ENGL,51.13,1,13,12.0
2020,20W,ENGL,51.13,1,14,12.0
2014,14F,ENGL,52.03,1,10,12.0
2017,17S,ENGL,52.03,1,14,12.0
2018,18S,ENGL,52.06,1,25,11.0
2015,15F,ENGL,52.1,1,26,10.0
2019,19W,ENGL,52.11,1,34,11.0
2014,14F,ENGL,52.13,1,25,11.0
2017,17F,ENGL,52.16,1,16,11.0
2019,19F,ENGL,52.16,1,20,11.0
2017,17F,ENGL,52.17,1,33,11.0
2018,18F,ENGL,52.17,1,36,11.0
2018,18S,ENGL,52.18,1,29,11.0
2019,19S,ENGL,52.18,1,27,11.0
2014,14F,ENGL,52.21,1,18,11.0
2019,19W,ENGL,52.21,1,13,11.0
2015,15S,ENGL,53.04,1,12,12.0
2017,17F,ENGL,53.04,1,15,12.0
2019,19F,ENGL,53.04,1,13,12.0
2018,18W,ENGL,53.07,1,20,11.0
2019,19S,ENGL,53.08,1,28,11.0
2017,17X,ENGL,53.1,1,10,10.0
2018,18X,ENGL,53.1,1,13,11.0
2015,15W,ENGL,53.16,1,27,10.0
2016,16F,ENGL,53.16,1,14,12.0
2017,17F,ENGL,53.16,1,21,11.0
2018,18F,ENGL,53.16,1,29,11.0
2015,15S,ENGL,53.17,1,28,11.0
2016,16F,ENGL,53.17,1,30,11.0
2019,19F,ENGL,53.17,1,23,12.0
2015,15W,ENGL,53.18,1,12,12.0
2014,14F,ENGL,53.19,1,11,11.0
2017,17W,ENGL,53.19,1,10,10.0
2016,16W,ENGL,53.2,1,46,11.0
2019,19S,ENGL,53.2,1,39,11.0
2014,14S,ENGL,53.22,1,25,10.0
2016,16W,ENGL,53.22,1,19,10.0
2018,18W,ENGL,53.22,1,12,11.0
2018,18S,ENGL,53.23,1,11,11.0
2015,15W,ENGL,53.25,1,22,12.0
2020,20W,ENGL,53.25,1,16,12.0
2018,18S,ENGL,53.28,1,24,11.5
2019,19S,ENGL,53.29,1,20,12.0
2016,16S,ENGL,53.3,1,10,11.5
2019,19W,ENGL,53.33,1,20,12.0
2015,15S,ENGL,53.34,1,45,11.0
2017,17F,ENGL,53.34,1,46,12.0
2018,18W,ENGL,53.36,1,107,12.0
2019,19W,ENGL,53.36,1,153,12.0
2018,18X,ENGL,53.37,1,25,11.0
2019,19F,ENGL,53.39,1,30,11.5
2017,17X,ENGL,53.4,1,150,11.0
2019,19F,ENGL,53.41,1,12,12.0
2020,20W,ENGL,53.42,1,14,12.0
2019,19F,ENGL,53.43,1,82,11.0
2020,20W,ENGL,53.44,1,11,11.0
2016,16X,ENGL,54.02,1,30,11.0
2018,18F,ENGL,54.02,1,28,11.0
2017,17S,ENGL,54.03,1,27,10.0
2017,17F,ENGL,54.03,1,26,10.5
2019,19S,ENGL,54.04,1,11,11.0
2020,20W,ENGL,54.05,1,16,11.0
2014,14F,ENGL,54.11,1,16,11.0
2015,15W,ENGL,54.13,1,31,10.0
2017,17W,ENGL,54.13,1,23,10.0
2019,19W,ENGL,54.13,1,33,11.0
2014,14F,ENGL,54.15,1,14,11.0
2015,15F,ENGL,54.15,1,17,11.0
2017,17F,ENGL,54.15,1,14,12.0
2018,18F,ENGL,54.15,1,16,12.0
